FpZ,FC3,FC4,FCz,O1,O2,Fp2
0.40470888953503,0.547484634676251,0.400247040981616,0.498333938637872,0.0683086783734014,0.119706262579627,0.322836952523493
0.373514582612459,0.539533962683215,0.373577557695309,0.483767896130157,0.0997970267147445,0.120937506597916,0.309516338194718
0.372808892015267,0.514047244579531,0.353157937293509,0.46359616515998,0.117616934779707,0.134288083201258,0.303641216627807
0.386938524949131,0.523104819299267,0.34535113622291,0.461590424422818,0.114288943567899,0.147401606611484,0.313268279410987
0.388372490548998,0.523116100763357,0.345276622611898,0.461036245887907,0.119170816966591,0.171136007521615,0.336252360686837
0.381213886649103,0.513607886993989,0.327762339641694,0.454782352513159,0.147640431576551,0.156116144588539,0.333050873754152
0.385184744044484,0.53138370153099,0.35550097282263,0.467987356172638,0.147490887412521,0.150156799843247,0.333585612429902
0.391783973521763,0.532849574839452,0.332347057574281,0.474057176734267,0.174767694372855,0.128758426898309,0.351104472237382
0.367358400477862,0.512045936340071,0.307349077764805,0.448449683969704,0.174565851225368,0.114593808078259,0.32632757114202
0.384178643026145,0.541026463714579,0.313963617910181,0.478507365887044,0.144290143450341,0.0974904466636208,0.345346986799942
0.356368097330349,0.532917880493203,0.305617544533807,0.461940369896039,0.130285557927653,0.108569706796317,0.318236967539081
0.351693576836185,0.53586806489731,0.311441500684162,0.461028229731708,0.126887043807097,0.111134294963461,0.333220867338317
0.380588663575505,0.545310378491507,0.310344258715082,0.472686495045058,0.126893985056199,0.102569756312848,0.361455778340331
0.382061420137802,0.549416530470745,0.297158816906592,0.474959735863796,0.154267587679726,0.102104110369756,0.360680857145122
0.351676028236683,0.516408527132681,0.275896669815487,0.443010874399016,0.146721251382752,0.103136264881356,0.331029463009076
0.32929108749463,0.513440978965085,0.248892546398013,0.419781935433243,0.143552608614242,0.116008097826128,0.306507825334667
0.329424411016032,0.512699001230783,0.263750566764014,0.412243755476377,0.13017029225307,0.138660017880213,0.309685950273971
0.338419096504731,0.515071179422782,0.235796130641292,0.407481290583432,0.154878878490172,0.149090238663743,0.323587365704387
0.326686293154639,0.507075440270439,0.205492193459266,0.402384722997272,0.161650104719963,0.152937976711441,0.314222830500932
0.345684517415988,0.518526810982925,0.176565800103392,0.423318167339157,0.185521460732848,0.122805076693681,0.324439821204412
0.349945429804247,0.528434432777842,0.1945793076551,0.425973159433884,0.162488734911035,0.125461564829419,0.322129797364902
0.324971426158263,0.502126151731903,0.184109793265691,0.40134805436936,0.14798366686331,0.126676051365523,0.294145105633614
0.321911937869796,0.492704480758228,0.167814955412656,0.3943121081812,0.15031956471828,0.0979243037672214,0.302446634600056
0.326415735621906,0.488151348698702,0.187329395164327,0.40304472337495,0.158947342611249,0.0906734219791814,0.305851762305009
0.312015352451715,0.494682164595248,0.218945787200909,0.431510188631116,0.136551153229601,0.0857898208958681,0.282303054349814
0.31080503366451,0.482395002711634,0.217476130038788,0.419629578888114,0.137381535579742,0.0924594722329598,0.287252938431726
0.34406555601357,0.497839828014339,0.22103519004667,0.438974459812664,0.158810638759192,0.114658790263848,0.320344064450544
0.312898608892467,0.49649218933216,0.216836310153347,0.428405968814387,0.167225279100963,0.104575090255192,0.292010484022552
0.311661036532968,0.497860686463931,0.214912063547667,0.434267675756535,0.14105121198089,0.0942146821029311,0.290393722434658
0.304239533935475,0.497226432842985,0.24387898240644,0.436184069880439,0.148825466413499,0.103259298904872,0.308044049309852
0.307469483771378,0.4918940687432,0.222298360804199,0.430674548513327,0.17425432238998,0.0851785301015856,0.310355388167176
0.304679442128718,0.486984291941454,0.212725106083676,0.428093755305463,0.194826472175377,0.0882649950314532,0.30917743335748
0.30751738449148,0.484445655924072,0.225696870710537,0.428409105040753,0.189601090852884,0.0892741190958395,0.314099093139485
0.29093380780492,0.463261376021477,0.212104042394132,0.419897456546367,0.196188531347917,0.0830790841643353,0.29602621872806
0.275605741314396,0.463344818304316,0.20719576670656,0.419782234320828,0.192129617098929,0.071323832612877,0.279733718741454
0.272074629580649,0.447376501989913,0.200992301725797,0.412227214178788,0.211962503696619,0.0465469796289885,0.275581703124199
0.2761044520195,0.446437446442303,0.196158076305375,0.411153819348383,0.212310775493329,0.0661510921771185,0.281636434819107
0.280598577621639,0.444909656594169,0.194906658445769,0.405292983514649,0.204619097750039,0.0927645261507421,0.29529166673601
0.27142575906877,0.437082138794351,0.182304749173787,0.399877816240633,0.179001466748203,0.0887023882197955,0.297765756813218
0.274319268085208,0.432723849895401,0.165931752713974,0.400862118386525,0.160953773452645,0.0827179441201362,0.305738856686344
0.272949534748077,0.442103008832629,0.182159605444895,0.421576781707815,0.134218617267239,0.099613414533001,0.308879094093293
0.24130066782029,0.440714457949695,0.15792014612577,0.421353520473466,0.119539362065065,0.0667764026078091,0.282040589496522
0.247467340341682,0.461436438261045,0.168198527139419,0.438579791299585,0.121025672584316,0.0499276323461343,0.291128035494543
0.243088848758853,0.449363019448329,0.169944946721367,0.429997805465575,0.112166658155982,0.0340559053124159,0.289433493259483
0.244018673390012,0.45385157369373,0.199790539387456,0.453666042074596,0.0867693738027019,0.0252743584323561,0.289842311867664
0.246714388249861,0.445527619713877,0.201091343813473,0.453593117233464,0.113295131073781,0.0352050237540079,0.293100479788633
